PSG Operasyon Müdürl,PSG Operasyn mrkzi 2,Tesisat,Bildirim No,Sipariş No,ENLEM,BOYLAM,Toplam kwh,mahalle adı,ILCE_ADI,KAÇAK NEDENİ,HESAPLAMA YÖNTEMİ,NİTELİKLİ /NİTELİKSİZ DURUMU,Kulnc Drm.(CS Order),Sipariş türü,Gerçekleşen Tarih(sipariş),İşyeri/kaynak,Sonuç 1,Sonuç 1 grup kodu,Sonuç 2,Sonuç 2 grup kodu,Sonuç 3,Sonuç 3 grup kodu
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4006107755.0,592569944.0,681319829.0,40.9928810503091,29.0499093868161,5688,FİKİRTEPE,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,VC,30.01.2023,6800/50030217,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4006107755.0,598032189.0,685981156.0,40.9928810503091,29.0499093868161,5688,FİKİRTEPE,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,VC,05.10.2023,6800/50030212,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4006107755.0,598279270.0,686191959.0,40.9928810503091,29.0499093868161,5688,FİKİRTEPE,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,VC,18.10.2023,6800/50030204,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4006107755.0,598816296.0,686667808.0,40.9928810503091,29.0499093868161,5688,FİKİRTEPE,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,VC,02.11.2023,6800/50030207,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4005154544.0,598947472.0,686779019.0,40.8731300530836,29.2799170506975,5681,KAVAKPINAR,PENDİK,6.0,1.0,NİTELİKLİ,OK,ZM,08.11.2023,6800/50030210,ELEKTRONİK SAYAÇ ANADEPOYA GİDECEK,CİHAZ DEĞİŞİMİ,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4005939234.0,599535799.0,687275719.0,40.9891441005512,29.0283406046211,5681,OSMANAĞA,KADIKÖY,10.0,1.0,NİTELİKLİ,OK,VC,05.12.2023,6800/50030217,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4004037102.0,599310828.0,687089959.0,40.8968113679608,29.2172190947278,5666,TOPSELVİ,KARTAL,10.0,1.0,NİTELİKLİ,OK,VC,24.11.2023,6800/50340207,ÖLÇÜ DEVRESİNE MÜDAHALE.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4005880220.0,599670803.0,687387193.0,40.9619654135258,29.2554721608701,5652,ABDURRAHMANGAZİ,SULTANBEYLİ,6.0,2.0,NİTELİKLİ,OK,ZM,12.12.2023,6800/51420201,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Takıldı,KAVİ İŞLEMLERİ
BOĞAZ DAĞ. OP. MÜD.,ATAŞEHİR O.M.,4012986176.0,598942218.0,686774892.0,40.9821252870321,29.1810212496129,5646,FERHATPAŞA,ATAŞEHİR,9.0,1.0,NİTELİKLİ,OK,VC,07.11.2023,6800/50030259,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,ERENKÖY O.M.,4006364416.0,593143009.0,681829669.0,40.9812528792809,29.0888290027924,5638,SAHRAYI CEDİT,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,VC,28.02.2023,6800/50030217,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,TUZLA O.M.,4012914129.0,596980880.0,685081796.0,40.8676176,29.3366501,5634,AYDINLI,TUZLA,9.0,1.0,NİTELİKLİ,OK,VC,21.08.2023,6800/50030214,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4004351878.0,594887092.0,683305368.0,41.0115058424756,29.1686188836953,5623,ESENŞEHİR,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,VC,05.06.2023,6800/50030252,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4004351878.0,595253871.0,683627184.0,41.0115058424756,29.1686188836953,5623,ESENŞEHİR,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,VC,15.06.2023,6800/50030260,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4004351878.0,596859066.0,684983593.0,41.0115058424756,29.1686188836953,5623,ESENŞEHİR,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,VC,16.08.2023,6800/50030254,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4004351878.0,599196664.0,686993665.0,41.0115058424756,29.1686188836953,5623,ESENŞEHİR,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,VC,25.11.2023,6800/50030252,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4006093108.0,598933963.0,686768162.0,40.9244475452929,29.1331681498978,5623,BAĞLARBAŞI,MALTEPE,4.0,1.0,NİTELİKLİ,OK,VC,07.11.2023,6800/50030217,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4012923837.0,597159225.0,685228058.0,41.019153968343,29.0293970859164,5557,VALİDE-İ ATİK,ÜSKÜDAR,9.0,1.0,NİTELİKLİ,OK,ZM,29.08.2023,6800/50030249,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4005017800.0,593174279.0,682175770.0,41.0221163394905,29.0183292379194,5544,MİMAR SİNAN,ÜSKÜDAR,4.0,1.0,NİTELİKLİ,OK,ZM,10.04.2023,6800/50030251,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004849446.0,592780987.0,681505311.0,40.9945252790423,29.0826846368123,5534,ÖRNEK,ATAŞEHİR,6.0,1.0,NİTELİKLİ,OK,VC,08.02.2023,6800/50030250,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4004074771.0,591199780.0,680140479.0,41.0159636726607,29.2330881140313,5531,ATATÜRK,SANCAKTEPE,6.0,1.0,NİTELİKLİ,OK,ZM,18.01.2023,6800/51440202,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4004749010.0,598375407.0,686279883.0,40.8769074638509,29.28847372659,5522,KAVAKPINAR,PENDİK,4.0,1.0,NİTELİKLİ,OK,VC,12.10.2023,6800/50030221,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4005578339.0,592076605.0,680889505.0,40.8757603399889,29.2593182769708,5508,KAYNARCA,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,18.01.2023,6800/50030221,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4005578339.0,594372860.0,682877420.0,40.8757603399889,29.2593182769708,5508,KAYNARCA,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,03.05.2023,6800/50030221,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4005578339.0,594875503.0,683295314.0,40.8757603399889,29.2593182769708,5508,KAYNARCA,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,02.06.2023,6800/50030203,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4005578339.0,595629499.0,683952851.0,40.8757603399889,29.2593182769708,5508,KAYNARCA,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,07.07.2023,6800/50030213,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4005578339.0,596459017.0,684651303.0,40.8757603399889,29.2593182769708,5508,KAYNARCA,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,02.08.2023,6800/50030221,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4003869567.0,596485590.0,684673539.0,40.8954430394355,29.2776727966222,5478,GÜLLÜ BAĞLAR,PENDİK,6.0,1.0,NİTELİKLİ,OK,ZM,02.08.2023,6800/50030216,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,KURTKÖY O.M.,4012968044.0,598045682.0,685991082.0,40.9146872,29.2756589,5474,SÜLÜNTEPE,PENDİK,9.0,1.0,NİTELİKLİ,OK,ZM,19.10.2023,6800/50030239,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESME YAPILMADI.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4012179074.0,592949167.0,681656101.0,40.9545165114105,29.2213457599283,5473,FATİH,SANCAKTEPE,6.0,1.0,NİTELİKLİ,OK,ZM,22.02.2023,6800/50030237,HATTAN DA KESİLMELİ,DİĞER SONUÇLAR,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4011867861.0,592569365.0,681319304.0,40.9838843951002,29.0593466442079,5471,GÖZTEPE,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,VC,30.01.2023,6800/50030204,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4011867861.0,596133235.0,684378618.0,40.9838843951002,29.0593466442079,5471,GÖZTEPE,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,VC,21.07.2023,6800/50030217,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4011867861.0,596520804.0,684704385.0,40.9838843951002,29.0593466442079,5471,GÖZTEPE,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,VC,03.08.2023,6800/50030217,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4011867861.0,596825233.0,684954738.0,40.9838843951002,29.0593466442079,5471,GÖZTEPE,KADIKÖY,2.0,1.0,NİTELİKLİ,OK,ZM,18.08.2023,6800/50030217,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4005853826.0,598260190.0,686174435.0,40.9957407177586,29.0492883830716,5463,FİKİRTEPE,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,ZM,10.10.2023,6800/50030207,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ATAŞEHİR O.M.,4004417162.0,591570801.0,680454412.0,40.9834205915643,29.1352216568324,5460,ATATÜRK,ATAŞEHİR,13.0,1.0,NİTELİKLİ,OK,ZM,04.01.2023,6800/50030259,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4005255552.0,599831211.0,687521034.0,40.9942111908342,29.1916647950228,5419,ESENKENT,ÜMRANİYE,4.0,1.0,NİTELİKLİ,OK,VC,19.12.2023,6800/50030250,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESME YAPILMADI.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4004276543.0,593428558.0,682080555.0,41.0150304787453,29.1950992851847,5419,ÇAMLIK,ÇEKMEKÖY,6.0,1.0,NİTELİKLİ,OK,VC,13.03.2023,6800/50030254,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,ERENKÖY O.M.,4006076926.0,595507735.0,683846491.0,40.960684168357,29.0899392106759,5411,SUADİYE,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,ZM,23.06.2023,6800/50030207,ELEKTRONİK SAYAÇ ANADEPOYA GİDECEK,CİHAZ DEĞİŞİMİ,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK
BOĞAZ DAĞ. OP. MÜD.,ATAŞEHİR O.M.,4004309764.0,592705089.0,681439174.0,40.971383654906,29.1200647441761,5400,İÇERENKÖY,ATAŞEHİR,4.0,1.0,NİTELİKLİ,OK,ZM,18.03.2023,6800/50030253,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ATAŞEHİR O.M.,4006337327.0,592879203.0,681593666.0,40.9723361421679,29.1107163579049,5400,İÇERENKÖY,ATAŞEHİR,4.0,1.0,NİTELİKLİ,OK,ZM,21.03.2023,6800/50030253,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4004467844.0,595708750.0,684040829.0,41.0252851464062,29.1876602246141,5400,HAMİDİYE,ÇEKMEKÖY,4.0,1.0,NİTELİKLİ,OK,ZM,06.07.2023,6800/50030254,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4004986633.0,598799160.0,686652245.0,40.8797945769167,29.262252684819,5400,FEVZİ ÇAKMAK,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,31.10.2023,6800/50030213,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004537593.0,594363211.0,682869171.0,40.9973215983676,29.0960060744122,5400,BARBAROS,ATAŞEHİR,4.0,1.0,NİTELİKLİ,OK,VC,02.05.2023,6800/50030250,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004686378.0,597622199.0,685624808.0,41.0529852535385,29.1063468655418,5400,TOPAĞACI,ÜMRANİYE,4.0,1.0,NİTELİKLİ,OK,VC,15.09.2023,6800/50030253,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005745829.0,598595666.0,686472649.0,41.036854413573,29.1102924956598,5400,İNKILAP,ÜMRANİYE,4.0,1.0,NİTELİKLİ,OK,VC,23.10.2023,6800/50030255,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005140818.0,598708491.0,686572597.0,41.0016639174415,29.0931535071866,5400,MUSTAFA KEMAL,ATAŞEHİR,4.0,1.0,NİTELİKLİ,OK,VC,30.10.2023,6800/50030251,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4005065706.0,598236618.0,686154488.0,41.0345225814264,29.1800319081732,5386,MİMAR SİNAN,ÇEKMEKÖY,4.0,1.0,NİTELİKLİ,OK,VC,19.10.2023,6800/50030252,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,KURTKÖY O.M.,4004980635.0,593757028.0,682362211.0,40.9323105091715,29.31312383418,5373,YENİŞEHİR,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,30.03.2023,6800/50030239,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,KURTKÖY O.M.,4004980635.0,595276416.0,683646584.0,40.9323105091715,29.31312383418,5373,YENİŞEHİR,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,17.06.2023,6800/50030237,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,KURTKÖY O.M.,4004980635.0,597042282.0,685133885.0,40.9323105091715,29.31312383418,5373,YENİŞEHİR,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,07.09.2023,6800/50070075,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,ERENKÖY O.M.,4012332984.0,594945097.0,683355999.0,40.9656738219783,29.0869798120111,5372,19 MAYIS,KADIKÖY,5.0,1.0,NİTELİKLİ,OK,ZM,05.06.2023,6800/51590101,KAYITTA OLMAYAN SAYAÇ(TESİSATLI).,KAÇAK,KAÇAKTAN KESME YAPILMADI.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005230077.0,592843610.0,681561096.0,40.9980280847781,29.1080030223051,5354,İÇERENKÖY,ATAŞEHİR,6.0,1.0,NİTELİKLİ,OK,VC,13.02.2023,6800/50030219,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4010149565.0,593757207.0,682362405.0,40.9632608340318,29.2292619534174,5329,AKPINAR,SANCAKTEPE,6.0,1.0,NİTELİKLİ,OK,VC,29.03.2023,6800/50070077,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4010149565.0,595276954.0,683647092.0,40.9632608340318,29.2292619534174,5329,AKPINAR,SANCAKTEPE,6.0,1.0,NİTELİKLİ,OK,VC,20.06.2023,6800/51440202,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4010149565.0,596298619.0,684517218.0,40.9632608340318,29.2292619534174,5329,AKPINAR,SANCAKTEPE,6.0,1.0,NİTELİKLİ,OK,VC,29.08.2023,6800/50030239,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4010149565.0,597922346.0,685886190.0,40.9632608340318,29.2292619534174,5329,AKPINAR,SANCAKTEPE,6.0,1.0,NİTELİKLİ,OK,VC,05.10.2023,6800/50030244,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4010149565.0,599074567.0,686888934.0,40.9632608340318,29.2292619534174,5329,AKPINAR,SANCAKTEPE,6.0,1.0,NİTELİKLİ,OK,VC,15.11.2023,6800/50070077,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4005054374.0,593337799.0,682002968.0,41.0943212805484,29.0920806884107,5328,KAVACIK,BEYKOZ,4.0,1.0,NİTELİKLİ,OK,VC,08.03.2023,6800/50030249,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4010327335.0,598248237.0,686164416.0,40.8829489280398,29.2820962926411,5300,KAVAKPINAR,PENDİK,10.0,1.0,NİTELİKLİ,OK,VC,13.10.2023,6800/50030221,ÖLÇÜ DEVRESİNE MÜDAHALE.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4012979587.0,598788850.0,686643830.0,40.9206564,29.1536015,5298,CEVİZLİ,MALTEPE,8.0,1.0,NİTELİKLİ,OK,VC,31.10.2023,6800/50030217,HATTAN DA KESİLMELİ,DİĞER SONUÇLAR,ŞEBEKEDEN KAÇAK HAT.,KAÇAK,KAÇAKTAN KESME YAPILMADI.,KAÇAK
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4012979587.0,598880026.0,686799413.0,40.9206564,29.1536015,5298,CEVİZLİ,MALTEPE,8.0,1.0,NİTELİKLİ,OK,ZM,08.11.2023,6800/50030207,ŞEBEKEDEN KAÇAK HAT.,KAÇAK,KAÇAKTAN KESME YAPILMADI.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4012979587.0,599519898.0,687261887.0,40.9206564,29.1536015,5298,CEVİZLİ,MALTEPE,6.0,1.0,NİTELİKLİ,OK,VC,04.12.2023,6800/50030217,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESME YAPILMADI.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4006342427.0,599484527.0,687231660.0,40.9108095240616,29.1548100804143,5297,YALI,MALTEPE,4.0,1.0,NİTELİKLİ,OK,VC,02.12.2023,6800/50030217,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4005799601.0,597183272.0,685248080.0,40.9121012365103,29.1755720573829,5268,CEVİZLİ,KARTAL,6.0,2.0,NİTELİKLİ,OK,VC,29.08.2023,6800/50030203,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4006195922.0,593817694.0,682413028.0,41.0680248839159,29.0934756993458,5230,YENİ MAHALLE,BEYKOZ,6.0,1.0,NİTELİKLİ,OK,VC,30.03.2023,6800/50030249,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
